variable,clay_fraction,clay_fraction,clay_fraction,climate_KG,climate_KG,climate_KG,climate_insitu,climate_insitu,climate_insitu,elevation,elevation,elevation,instrument,instrument,instrument,latitude,latitude,latitude,lc_2000,lc_2000,lc_2000,lc_2005,lc_2005,lc_2005,lc_2010,lc_2010,lc_2010,lc_insitu,lc_insitu,lc_insitu,longitude,longitude,longitude,network,network,network,organic_carbon,organic_carbon,organic_carbon,sand_fraction,sand_fraction,sand_fraction,saturation,saturation,saturation,silt_fraction,silt_fraction,silt_fraction,station,station,station,timerange_from,timerange_from,timerange_from,timerange_to,timerange_to,timerange_to,variable,variable,variable,file_path,file_type
4131,0.0,0.3,20.0,,,BSk,,,unknown,,,2255.52,0.0508,0.0508,Hydraprobe-Analog-(2.5-Volt),,,40.36,,,120,,,120,,,120,,,unknown,,,-116.86,,,SNOTEL,0.0,0.3,0.41,0.0,0.3,41.0,0.0,0.3,0.41,0.0,0.3,39.0,,,LEWISPEAK,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.0508,0.0508,soil_moisture,SNOTEL/LEWISPEAK/SNOTEL_SNOTEL_LEWISPEAK_sm_0.050800_0.050800_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4132,0.0,0.3,20.0,,,BSk,,,unknown,,,2255.52,0.2032,0.2032,Hydraprobe-Analog-(2.5-Volt),,,40.36,,,120,,,120,,,120,,,unknown,,,-116.86,,,SNOTEL,0.0,0.3,0.41,0.0,0.3,41.0,0.0,0.3,0.41,0.0,0.3,39.0,,,LEWISPEAK,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2032,0.2032,soil_moisture,SNOTEL/LEWISPEAK/SNOTEL_SNOTEL_LEWISPEAK_sm_0.203200_0.203200_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4133,0.3,1.0,22.0,,,BSk,,,unknown,,,2255.52,0.508,0.508,Hydraprobe-Analog-(2.5-Volt),,,40.36,,,120,,,120,,,120,,,unknown,,,-116.86,,,SNOTEL,0.3,1.0,0.22,0.3,1.0,38.0,0.3,1.0,0.41,0.3,1.0,40.0,,,LEWISPEAK,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.508,0.508,soil_moisture,SNOTEL/LEWISPEAK/SNOTEL_SNOTEL_LEWISPEAK_sm_0.508000_0.508000_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4134,0.3,1.0,32.0,,,Dfb,,,unknown,,,2090.93,0.508,0.508,Hydraprobe-Analog-(2.5-Volt),,,45.5,,,70,,,70,,,70,,,unknown,,,-110.97,,,SNOTEL,0.3,1.0,0.39,0.3,1.0,33.0,0.3,1.0,0.44,0.3,1.0,35.0,,,LICKCREEK,,,2018-06-27 05:00:00,,,2018-06-27 05:00:00,0.508,0.508,soil_moisture,SNOTEL/LICKCREEK/SNOTEL_SNOTEL_LICKCREEK_sm_0.508000_0.508000_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4135,0.0,0.3,19.0,,,Dfb,,,unknown,,,2090.93,0.0762,0.0762,Hydraprobe-Analog-(2.5-Volt),,,45.5,,,70,,,70,,,70,,,unknown,,,-110.97,,,SNOTEL,0.0,0.3,0.82,0.0,0.3,37.0,0.0,0.3,0.43,0.0,0.3,44.0,,,LICKCREEK,,,2018-06-27 10:00:00,,,2018-06-27 13:00:00,0.0762,0.0762,soil_moisture,SNOTEL/LICKCREEK/SNOTEL_SNOTEL_LICKCREEK_sm_0.076200_0.076200_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4136,0.0,0.3,24.0,,,Dfb,,,unknown,,,2503.93,0.0508,0.0508,Hydraprobe-Digital-Sdi-12-(2.5-Volt)-A,,,41.36,,,130,,,130,,,130,,,unknown,,,-111.49,,,SNOTEL,0.0,0.3,1.68,0.0,0.3,35.0,0.0,0.3,0.47,0.0,0.3,41.0,,,LIGHTNINGRIDGE,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.0508,0.0508,soil_moisture,SNOTEL/LIGHTNINGRIDGE/SNOTEL_SNOTEL_LIGHTNINGRIDGE_sm_0.050800_0.050800_Hydraprobe-Digital-Sdi-12-(2.5-Volt)-A_20171005_20190311.stm,header_values
4137,0.0,0.3,24.0,,,Dfb,,,unknown,,,2503.93,0.1016,0.1016,Hydraprobe-Digital-Sdi-12-(2.5-Volt)-A,,,41.36,,,130,,,130,,,130,,,unknown,,,-111.49,,,SNOTEL,0.0,0.3,1.68,0.0,0.3,35.0,0.0,0.3,0.47,0.0,0.3,41.0,,,LIGHTNINGRIDGE,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.1016,0.1016,soil_moisture,SNOTEL/LIGHTNINGRIDGE/SNOTEL_SNOTEL_LIGHTNINGRIDGE_sm_0.101600_0.101600_Hydraprobe-Digital-Sdi-12-(2.5-Volt)-A_20171005_20190311.stm,header_values
4138,0.0,0.3,24.0,,,Dfb,,,unknown,,,2503.93,0.2032,0.2032,Hydraprobe-Digital-Sdi-12-(2.5-Volt)-A,,,41.36,,,130,,,130,,,130,,,unknown,,,-111.49,,,SNOTEL,0.0,0.3,1.68,0.0,0.3,35.0,0.0,0.3,0.47,0.0,0.3,41.0,,,LIGHTNINGRIDGE,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2032,0.2032,soil_moisture,SNOTEL/LIGHTNINGRIDGE/SNOTEL_SNOTEL_LIGHTNINGRIDGE_sm_0.203200_0.203200_Hydraprobe-Digital-Sdi-12-(2.5-Volt)-A_20171005_20190311.stm,header_values
4139,0.3,1.0,34.0,,,Dfb,,,unknown,,,2503.93,0.508,0.508,Hydraprobe-Digital-Sdi-12-(2.5-Volt)-A,,,41.36,,,130,,,130,,,130,,,unknown,,,-111.49,,,SNOTEL,0.3,1.0,0.69,0.3,1.0,30.0,0.3,1.0,0.45,0.3,1.0,36.0,,,LIGHTNINGRIDGE,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.508,0.508,soil_moisture,SNOTEL/LIGHTNINGRIDGE/SNOTEL_SNOTEL_LIGHTNINGRIDGE_sm_0.508000_0.508000_Hydraprobe-Digital-Sdi-12-(2.5-Volt)-A_20171005_20190311.stm,header_values
4140,,,,,,Dfb,,,unknown,,,2503.93,1.016,1.016,Hydraprobe-Digital-Sdi-12-(2.5-Volt)-A,,,41.36,,,130,,,130,,,130,,,unknown,,,-111.49,,,SNOTEL,,,,,,,,,,,,,,,LIGHTNINGRIDGE,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,1.016,1.016,soil_moisture,SNOTEL/LIGHTNINGRIDGE/SNOTEL_SNOTEL_LIGHTNINGRIDGE_sm_1.016000_1.016000_Hydraprobe-Digital-Sdi-12-(2.5-Volt)-A_20171005_20190311.stm,header_values
4141,0.0,0.3,24.0,,,Dfb,,,unknown,,,2503.93,0.0508,0.0508,Hydraprobe-Digital-Sdi-12-(2.5-Volt)-B,,,41.36,,,130,,,130,,,130,,,unknown,,,-111.49,,,SNOTEL,0.0,0.3,1.68,0.0,0.3,35.0,0.0,0.3,0.47,0.0,0.3,41.0,,,LIGHTNINGRIDGE,,,2017-10-05 00:00:00,,,2018-06-06 15:00:00,0.0508,0.0508,soil_moisture,SNOTEL/LIGHTNINGRIDGE/SNOTEL_SNOTEL_LIGHTNINGRIDGE_sm_0.050800_0.050800_Hydraprobe-Digital-Sdi-12-(2.5-Volt)-B_20171005_20190311.stm,header_values
4142,0.0,0.3,24.0,,,Dfb,,,unknown,,,2503.93,0.1016,0.1016,Hydraprobe-Digital-Sdi-12-(2.5-Volt)-B,,,41.36,,,130,,,130,,,130,,,unknown,,,-111.49,,,SNOTEL,0.0,0.3,1.68,0.0,0.3,35.0,0.0,0.3,0.47,0.0,0.3,41.0,,,LIGHTNINGRIDGE,,,2017-10-05 00:00:00,,,2018-06-06 15:00:00,0.1016,0.1016,soil_moisture,SNOTEL/LIGHTNINGRIDGE/SNOTEL_SNOTEL_LIGHTNINGRIDGE_sm_0.101600_0.101600_Hydraprobe-Digital-Sdi-12-(2.5-Volt)-B_20171005_20190311.stm,header_values
4143,0.0,0.3,24.0,,,Dfb,,,unknown,,,2503.93,0.2032,0.2032,Hydraprobe-Digital-Sdi-12-(2.5-Volt)-B,,,41.36,,,130,,,130,,,130,,,unknown,,,-111.49,,,SNOTEL,0.0,0.3,1.68,0.0,0.3,35.0,0.0,0.3,0.47,0.0,0.3,41.0,,,LIGHTNINGRIDGE,,,2017-10-05 00:00:00,,,2018-06-06 15:00:00,0.2032,0.2032,soil_moisture,SNOTEL/LIGHTNINGRIDGE/SNOTEL_SNOTEL_LIGHTNINGRIDGE_sm_0.203200_0.203200_Hydraprobe-Digital-Sdi-12-(2.5-Volt)-B_20171005_20190311.stm,header_values
4144,0.3,1.0,34.0,,,Dfb,,,unknown,,,2503.93,0.508,0.508,Hydraprobe-Digital-Sdi-12-(2.5-Volt)-B,,,41.36,,,130,,,130,,,130,,,unknown,,,-111.49,,,SNOTEL,0.3,1.0,0.69,0.3,1.0,30.0,0.3,1.0,0.45,0.3,1.0,36.0,,,LIGHTNINGRIDGE,,,2017-10-05 00:00:00,,,2018-06-06 15:00:00,0.508,0.508,soil_moisture,SNOTEL/LIGHTNINGRIDGE/SNOTEL_SNOTEL_LIGHTNINGRIDGE_sm_0.508000_0.508000_Hydraprobe-Digital-Sdi-12-(2.5-Volt)-B_20171005_20190311.stm,header_values
4145,,,,,,Dfb,,,unknown,,,2503.93,1.016,1.016,Hydraprobe-Digital-Sdi-12-(2.5-Volt)-B,,,41.36,,,130,,,130,,,130,,,unknown,,,-111.49,,,SNOTEL,,,,,,,,,,,,,,,LIGHTNINGRIDGE,,,2017-10-05 00:00:00,,,2018-06-06 15:00:00,1.016,1.016,soil_moisture,SNOTEL/LIGHTNINGRIDGE/SNOTEL_SNOTEL_LIGHTNINGRIDGE_sm_1.016000_1.016000_Hydraprobe-Digital-Sdi-12-(2.5-Volt)-B_20171005_20190311.stm,header_values
4146,0.0,0.3,24.0,,,Dfb,,,unknown,,,2503.93,0.0508,0.0508,Hydraprobe-Digital-Sdi-12-(2.5-Volt)-C,,,41.36,,,130,,,130,,,130,,,unknown,,,-111.49,,,SNOTEL,0.0,0.3,1.68,0.0,0.3,35.0,0.0,0.3,0.47,0.0,0.3,41.0,,,LIGHTNINGRIDGE,,,2017-10-05 00:00:00,,,2018-06-06 15:00:00,0.0508,0.0508,soil_moisture,SNOTEL/LIGHTNINGRIDGE/SNOTEL_SNOTEL_LIGHTNINGRIDGE_sm_0.050800_0.050800_Hydraprobe-Digital-Sdi-12-(2.5-Volt)-C_20171005_20190311.stm,header_values
4147,0.0,0.3,24.0,,,Dfb,,,unknown,,,2503.93,0.1016,0.1016,Hydraprobe-Digital-Sdi-12-(2.5-Volt)-C,,,41.36,,,130,,,130,,,130,,,unknown,,,-111.49,,,SNOTEL,0.0,0.3,1.68,0.0,0.3,35.0,0.0,0.3,0.47,0.0,0.3,41.0,,,LIGHTNINGRIDGE,,,2017-10-05 00:00:00,,,2018-06-06 15:00:00,0.1016,0.1016,soil_moisture,SNOTEL/LIGHTNINGRIDGE/SNOTEL_SNOTEL_LIGHTNINGRIDGE_sm_0.101600_0.101600_Hydraprobe-Digital-Sdi-12-(2.5-Volt)-C_20171005_20190311.stm,header_values
4148,0.0,0.3,24.0,,,Dfb,,,unknown,,,2503.93,0.2032,0.2032,Hydraprobe-Digital-Sdi-12-(2.5-Volt)-C,,,41.36,,,130,,,130,,,130,,,unknown,,,-111.49,,,SNOTEL,0.0,0.3,1.68,0.0,0.3,35.0,0.0,0.3,0.47,0.0,0.3,41.0,,,LIGHTNINGRIDGE,,,2017-10-05 00:00:00,,,2018-06-06 15:00:00,0.2032,0.2032,soil_moisture,SNOTEL/LIGHTNINGRIDGE/SNOTEL_SNOTEL_LIGHTNINGRIDGE_sm_0.203200_0.203200_Hydraprobe-Digital-Sdi-12-(2.5-Volt)-C_20171005_20190311.stm,header_values
4149,0.3,1.0,34.0,,,Dfb,,,unknown,,,2503.93,0.508,0.508,Hydraprobe-Digital-Sdi-12-(2.5-Volt)-C,,,41.36,,,130,,,130,,,130,,,unknown,,,-111.49,,,SNOTEL,0.3,1.0,0.69,0.3,1.0,30.0,0.3,1.0,0.45,0.3,1.0,36.0,,,LIGHTNINGRIDGE,,,2017-10-05 00:00:00,,,2018-06-06 15:00:00,0.508,0.508,soil_moisture,SNOTEL/LIGHTNINGRIDGE/SNOTEL_SNOTEL_LIGHTNINGRIDGE_sm_0.508000_0.508000_Hydraprobe-Digital-Sdi-12-(2.5-Volt)-C_20171005_20190311.stm,header_values
4150,,,,,,Dfb,,,unknown,,,2503.93,1.016,1.016,Hydraprobe-Digital-Sdi-12-(2.5-Volt)-C,,,41.36,,,130,,,130,,,130,,,unknown,,,-111.49,,,SNOTEL,,,,,,,,,,,,,,,LIGHTNINGRIDGE,,,2017-10-05 00:00:00,,,2018-06-06 15:00:00,1.016,1.016,soil_moisture,SNOTEL/LIGHTNINGRIDGE/SNOTEL_SNOTEL_LIGHTNINGRIDGE_sm_1.016000_1.016000_Hydraprobe-Digital-Sdi-12-(2.5-Volt)-C_20171005_20190311.stm,header_values
4151,0.0,0.3,24.0,,,Dfb,,,unknown,,,2790.75,0.0508,0.0508,Hydraprobe-Analog-(2.5-Volt),,,40.86,,,70,,,70,,,70,,,unknown,,,-110.8,,,SNOTEL,0.0,0.3,2.08,0.0,0.3,22.0,0.0,0.3,0.51,0.0,0.3,54.0,,,LILYLAKE,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.0508,0.0508,soil_moisture,SNOTEL/LILYLAKE/SNOTEL_SNOTEL_LILYLAKE_sm_0.050800_0.050800_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4152,0.0,0.3,24.0,,,Dfb,,,unknown,,,2790.75,0.2032,0.2032,Hydraprobe-Analog-(2.5-Volt),,,40.86,,,70,,,70,,,70,,,unknown,,,-110.8,,,SNOTEL,0.0,0.3,2.08,0.0,0.3,22.0,0.0,0.3,0.51,0.0,0.3,54.0,,,LILYLAKE,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2032,0.2032,soil_moisture,SNOTEL/LILYLAKE/SNOTEL_SNOTEL_LILYLAKE_sm_0.203200_0.203200_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4153,0.3,1.0,22.0,,,Dfb,,,unknown,,,2790.75,0.508,0.508,Hydraprobe-Analog-(2.5-Volt),,,40.86,,,70,,,70,,,70,,,unknown,,,-110.8,,,SNOTEL,0.3,1.0,0.89,0.3,1.0,26.0,0.3,1.0,0.45,0.3,1.0,52.0,,,LILYLAKE,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.508,0.508,soil_moisture,SNOTEL/LILYLAKE/SNOTEL_SNOTEL_LILYLAKE_sm_0.508000_0.508000_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4154,0.0,0.3,19.0,,,Dfb,,,unknown,,,3352.8,0.0508,0.0508,Hydraprobe-Analog-(5.0-Volt),,,37.38,,,70,,,70,,,70,,,unknown,,,-106.55,,,SNOTEL,0.0,0.3,0.82,0.0,0.3,37.0,0.0,0.3,0.43,0.0,0.3,44.0,,,LILYPOND,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.0508,0.0508,soil_moisture,SNOTEL/LILYPOND/SNOTEL_SNOTEL_LILYPOND_sm_0.050800_0.050800_Hydraprobe-Analog-(5.0-Volt)_20171005_20190311.stm,header_values
4155,0.0,0.3,19.0,,,Dfb,,,unknown,,,3352.8,0.2032,0.2032,Hydraprobe-Analog-(5.0-Volt),,,37.38,,,70,,,70,,,70,,,unknown,,,-106.55,,,SNOTEL,0.0,0.3,0.82,0.0,0.3,37.0,0.0,0.3,0.43,0.0,0.3,44.0,,,LILYPOND,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2032,0.2032,soil_moisture,SNOTEL/LILYPOND/SNOTEL_SNOTEL_LILYPOND_sm_0.203200_0.203200_Hydraprobe-Analog-(5.0-Volt)_20171005_20190311.stm,header_values
4156,0.3,1.0,32.0,,,Dfb,,,unknown,,,3352.8,0.508,0.508,Hydraprobe-Analog-(5.0-Volt),,,37.38,,,70,,,70,,,70,,,unknown,,,-106.55,,,SNOTEL,0.3,1.0,0.39,0.3,1.0,33.0,0.3,1.0,0.44,0.3,1.0,35.0,,,LILYPOND,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.508,0.508,soil_moisture,SNOTEL/LILYPOND/SNOTEL_SNOTEL_LILYPOND_sm_0.508000_0.508000_Hydraprobe-Analog-(5.0-Volt)_20171005_20190311.stm,header_values
4157,0.0,0.3,24.0,,,Dsa,,,unknown,,,1994.61,0.0508,0.0508,Hydraprobe-Analog-(2.5-Volt),,,41.41,,,70,,,70,,,70,,,unknown,,,-111.83,,,SNOTEL,0.0,0.3,1.68,0.0,0.3,35.0,0.0,0.3,0.47,0.0,0.3,41.0,,,LITTLEBEAR,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.0508,0.0508,soil_moisture,SNOTEL/LITTLEBEAR/SNOTEL_SNOTEL_LITTLEBEAR_sm_0.050800_0.050800_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4158,0.0,0.3,24.0,,,Dsa,,,unknown,,,1994.61,0.2032,0.2032,Hydraprobe-Analog-(2.5-Volt),,,41.41,,,70,,,70,,,70,,,unknown,,,-111.83,,,SNOTEL,0.0,0.3,1.68,0.0,0.3,35.0,0.0,0.3,0.47,0.0,0.3,41.0,,,LITTLEBEAR,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2032,0.2032,soil_moisture,SNOTEL/LITTLEBEAR/SNOTEL_SNOTEL_LITTLEBEAR_sm_0.203200_0.203200_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4159,0.3,1.0,34.0,,,Dsa,,,unknown,,,1994.61,0.508,0.508,Hydraprobe-Analog-(2.5-Volt),,,41.41,,,70,,,70,,,70,,,unknown,,,-111.83,,,SNOTEL,0.3,1.0,0.69,0.3,1.0,30.0,0.3,1.0,0.45,0.3,1.0,36.0,,,LITTLEBEAR,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.508,0.508,soil_moisture,SNOTEL/LITTLEBEAR/SNOTEL_SNOTEL_LITTLEBEAR_sm_0.508000_0.508000_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4160,0.0,0.3,22.0,,,Dfc,,,unknown,,,609.6,0.0508,0.0508,n.s.,,,65.12,,,100,,,100,,,100,,,unknown,,,-146.73,,,SNOTEL,0.0,0.3,1.0,0.0,0.3,42.0,0.0,0.3,0.44,0.0,0.3,36.0,,,LITTLECHENARIDGE,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.0508,0.0508,soil_moisture,SNOTEL/LITTLECHENARIDGE/SNOTEL_SNOTEL_LITTLECHENARIDGE_sm_0.050800_0.050800_n.s._20171005_20190311.stm,header_values
4161,0.0,0.3,22.0,,,Dfc,,,unknown,,,609.6,0.2032,0.2032,n.s.,,,65.12,,,100,,,100,,,100,,,unknown,,,-146.73,,,SNOTEL,0.0,0.3,1.0,0.0,0.3,42.0,0.0,0.3,0.44,0.0,0.3,36.0,,,LITTLECHENARIDGE,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2032,0.2032,soil_moisture,SNOTEL/LITTLECHENARIDGE/SNOTEL_SNOTEL_LITTLECHENARIDGE_sm_0.203200_0.203200_n.s._20171005_20190311.stm,header_values
4162,0.3,1.0,25.0,,,Dfc,,,unknown,,,609.6,0.508,0.508,n.s.,,,65.12,,,100,,,100,,,100,,,unknown,,,-146.73,,,SNOTEL,0.3,1.0,0.4,0.3,1.0,40.0,0.3,1.0,0.42,0.3,1.0,35.0,,,LITTLECHENARIDGE,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.508,0.508,soil_moisture,SNOTEL/LITTLECHENARIDGE/SNOTEL_SNOTEL_LITTLECHENARIDGE_sm_0.508000_0.508000_n.s._20171005_20190311.stm,header_values
4163,0.0,0.3,19.0,,,Dfb,,,unknown,,,2703.58,0.1016,0.1016,Hydraprobe-Analog-(2.5-Volt),,,44.54,,,70,,,70,,,70,,,unknown,,,-107.18,,,SNOTEL,0.0,0.3,0.82,0.0,0.3,37.0,0.0,0.3,0.43,0.0,0.3,44.0,,,LITTLEGOOSE,,,2017-10-05 08:00:00,,,2019-03-11 00:00:00,0.1016,0.1016,soil_moisture,SNOTEL/LITTLEGOOSE/SNOTEL_SNOTEL_LITTLEGOOSE_sm_0.101600_0.101600_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4164,0.0,0.3,19.0,,,Dfb,,,unknown,,,2703.58,0.2032,0.2032,Hydraprobe-Analog-(2.5-Volt),,,44.54,,,70,,,70,,,70,,,unknown,,,-107.18,,,SNOTEL,0.0,0.3,0.82,0.0,0.3,37.0,0.0,0.3,0.43,0.0,0.3,44.0,,,LITTLEGOOSE,,,2017-10-05 08:00:00,,,2019-03-11 00:00:00,0.2032,0.2032,soil_moisture,SNOTEL/LITTLEGOOSE/SNOTEL_SNOTEL_LITTLEGOOSE_sm_0.203200_0.203200_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4165,0.3,1.0,32.0,,,Dfb,,,unknown,,,2703.58,0.508,0.508,Hydraprobe-Analog-(2.5-Volt),,,44.54,,,70,,,70,,,70,,,unknown,,,-107.18,,,SNOTEL,0.3,1.0,0.39,0.3,1.0,33.0,0.3,1.0,0.44,0.3,1.0,35.0,,,LITTLEGOOSE,,,2017-10-05 08:00:00,,,2019-03-11 00:00:00,0.508,0.508,soil_moisture,SNOTEL/LITTLEGOOSE/SNOTEL_SNOTEL_LITTLEGOOSE_sm_0.508000_0.508000_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4166,,,,,,Dfb,,,unknown,,,2703.58,1.016,1.016,Hydraprobe-Analog-(2.5-Volt),,,44.54,,,70,,,70,,,70,,,unknown,,,-107.18,,,SNOTEL,,,,,,,,,,,,,,,LITTLEGOOSE,,,2017-10-05 08:00:00,,,2019-03-11 00:00:00,1.016,1.016,soil_moisture,SNOTEL/LITTLEGOOSE/SNOTEL_SNOTEL_LITTLEGOOSE_sm_1.016000_1.016000_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4167,0.0,0.3,21.0,,,BSk,,,unknown,,,1859.28,0.0508,0.0508,Hydraprobe-Analog-(2.5-Volt),,,37.49,,,70,,,70,,,70,,,unknown,,,-113.85,,,SNOTEL,0.0,0.3,1.28,0.0,0.3,34.0,0.0,0.3,0.46,0.0,0.3,45.0,,,LITTLEGRASSY,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.0508,0.0508,soil_moisture,SNOTEL/LITTLEGRASSY/SNOTEL_SNOTEL_LITTLEGRASSY_sm_0.050800_0.050800_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4168,0.0,0.3,21.0,,,BSk,,,unknown,,,1859.28,0.2032,0.2032,Hydraprobe-Analog-(2.5-Volt),,,37.49,,,70,,,70,,,70,,,unknown,,,-113.85,,,SNOTEL,0.0,0.3,1.28,0.0,0.3,34.0,0.0,0.3,0.46,0.0,0.3,45.0,,,LITTLEGRASSY,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2032,0.2032,soil_moisture,SNOTEL/LITTLEGRASSY/SNOTEL_SNOTEL_LITTLEGRASSY_sm_0.203200_0.203200_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4169,0.3,1.0,21.0,,,BSk,,,unknown,,,1859.28,0.508,0.508,Hydraprobe-Analog-(2.5-Volt),,,37.49,,,70,,,70,,,70,,,unknown,,,-113.85,,,SNOTEL,0.3,1.0,0.51,0.3,1.0,36.0,0.3,1.0,0.42,0.3,1.0,43.0,,,LITTLEGRASSY,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.508,0.508,soil_moisture,SNOTEL/LITTLEGRASSY/SNOTEL_SNOTEL_LITTLEGRASSY_sm_0.508000_0.508000_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4170,0.0,0.3,19.0,,,Dfb,,,unknown,,,2717.29,0.0508,0.0508,Hydraprobe-Analog-(2.5-Volt),,,41.07,,,70,,,70,,,70,,,unknown,,,-106.94,,,SNOTEL,0.0,0.3,0.82,0.0,0.3,37.0,0.0,0.3,0.43,0.0,0.3,44.0,,,LITTLESNAKERIVER,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.0508,0.0508,soil_moisture,SNOTEL/LITTLESNAKERIVER/SNOTEL_SNOTEL_LITTLESNAKERIVER_sm_0.050800_0.050800_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4171,0.0,0.3,19.0,,,Dfb,,,unknown,,,2717.29,0.1016,0.1016,Hydraprobe-Analog-(2.5-Volt),,,41.07,,,70,,,70,,,70,,,unknown,,,-106.94,,,SNOTEL,0.0,0.3,0.82,0.0,0.3,37.0,0.0,0.3,0.43,0.0,0.3,44.0,,,LITTLESNAKERIVER,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.1016,0.1016,soil_moisture,SNOTEL/LITTLESNAKERIVER/SNOTEL_SNOTEL_LITTLESNAKERIVER_sm_0.101600_0.101600_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4172,0.0,0.3,19.0,,,Dfb,,,unknown,,,2717.29,0.2032,0.2032,Hydraprobe-Analog-(2.5-Volt),,,41.07,,,70,,,70,,,70,,,unknown,,,-106.94,,,SNOTEL,0.0,0.3,0.82,0.0,0.3,37.0,0.0,0.3,0.43,0.0,0.3,44.0,,,LITTLESNAKERIVER,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2032,0.2032,soil_moisture,SNOTEL/LITTLESNAKERIVER/SNOTEL_SNOTEL_LITTLESNAKERIVER_sm_0.203200_0.203200_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4173,0.3,1.0,32.0,,,Dfb,,,unknown,,,2717.29,0.508,0.508,Hydraprobe-Analog-(2.5-Volt),,,41.07,,,70,,,70,,,70,,,unknown,,,-106.94,,,SNOTEL,0.3,1.0,0.39,0.3,1.0,33.0,0.3,1.0,0.44,0.3,1.0,35.0,,,LITTLESNAKERIVER,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.508,0.508,soil_moisture,SNOTEL/LITTLESNAKERIVER/SNOTEL_SNOTEL_LITTLESNAKERIVER_sm_0.508000_0.508000_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4174,,,,,,Dfb,,,unknown,,,2717.29,1.016,1.016,Hydraprobe-Analog-(2.5-Volt),,,41.07,,,70,,,70,,,70,,,unknown,,,-106.94,,,SNOTEL,,,,,,,,,,,,,,,LITTLESNAKERIVER,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,1.016,1.016,soil_moisture,SNOTEL/LITTLESNAKERIVER/SNOTEL_SNOTEL_LITTLESNAKERIVER_sm_1.016000_1.016000_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
